งานศพ	ŋ aː n ˧ . s o p̚ ˨˩
งานอดิเรก	ŋ aː n ˧ . ʔ a ˨˩ . d i ˨˩ . r eː k̚ ˨˩
งานเข้า	ŋ aː n ˧ . kʰ aw ˥˩
งานเลี้ยง	ŋ aː n ˧ . l ia̯ ŋ ˦˥
งานแต่งงาน	ŋ aː n ˧ . t ɛː ŋ ˨˩ . ŋ aː n ˧
งานแปล	ŋ aː n ˧ . p l ɛː ˧
งาม	ŋ aː m ˧
งาย	ŋ aːj ˧
งำ	ŋ a m ˧
งิ้ว	ŋ iw ˦˥
งีบ	ŋ iː p̚ ˥˩
งี่เง่า	ŋ iː ˥˩ . ŋ aw ˥˩
งุ้ม	ŋ u m ˦˥
งู	ŋ uː ˧
งูกินหนูจนงูงงงวย	ŋ uː ˧ . k i n ˧ . n uː ˩˩˦ . t͡ɕ o n ˧ . ŋ uː ˧ . ŋ o ŋ ˧ . ŋ ua̯j ˧
งูพิษ	ŋ uː ˧ . pʰ i t̚ ˦˥
งูสวัด	ŋ uː ˧ . s a ˨˩ . w a t̚ ˨˩
ง่วง	ŋ ua̯ ŋ ˥˩
ง่วน	ŋ ua̯ n ˥˩
ง่อย	ŋ ɔj ˥˩
ง่า	ŋ aː ˥˩
ง่าม	ŋ aː m ˥˩
ง่าย	ŋ aːj ˥˩
ง่ายดาย	ŋ aːj ˥˩ . d aːj ˧
ง้อ	ŋ ɔː ˦˥
ง้าง	ŋ aː ŋ ˦˥
ง้าว	ŋ aːw ˦˥
จ	t͡ɕ ɔː ˧
จ.	t͡ɕ ɔː ˧
จ.ศ.	t͡ɕ ɔː ˧ . s ɔː ˩˩˦
จกตา	t͡ɕ o k̚ ˨˩ . t aː ˧
จขกท	t͡ɕ ɔː ˧ . kʰ ɔː ˩˩˦ . k ɔː ˧ . tʰ ɔː ˧
จขกท.	t͡ɕ ɔː ˧ . kʰ ɔː ˩˩˦ . k ɔː ˧ . tʰ ɔː ˧
จง	t͡ɕ o ŋ ˧
จงกล	t͡ɕ o ŋ ˧ . k o n ˧
จงรัก	t͡ɕ o ŋ ˧ . r a k̚ ˦˥
จงรักภักดี	t͡ɕ o ŋ ˧ . r a k̚ ˦˥ . pʰ a k̚ ˦˥ . d iː ˧
จงอาง	t͡ɕ o ŋ ˧ . ʔ aː ŋ ˧
จงใจ	t͡ɕ o ŋ ˧ . t͡ɕ aj ˧
จด	t͡ɕ o t̚ ˨˩
จดจำ	t͡ɕ o t̚ ˨˩ . t͡ɕ a m ˧
จดจ่อ	t͡ɕ o t̚ ˨˩ . t͡ɕ ɔː ˨˩
จดหมาย	t͡ɕ o t̚ ˨˩ . m aːj ˩˩˦
จดหมายเหตุ	t͡ɕ o t̚ ˨˩ . m aːj ˩˩˦ . h eː t̚ ˨˩
จตุจักร	t͡ɕ a ˨˩ . t u ˨˩ . t͡ɕ a k̚ ˨˩
จตุพล	t͡ɕ a ˨˩ . t u ˨˩ . pʰ o l ˧
จน	t͡ɕ o n ˧
จนกรอบ	t͡ɕ o n ˧ . k r ɔː p̚ ˨˩
จนท.	t͡ɕ ɔː ˧ . n ɔː ˧ . tʰ ɔː ˧
จบ	t͡ɕ o p̚ ˨˩
จบการศึกษา	t͡ɕ o p̚ ˨˩ . k aː n ˧ . s ɯ k̚ ˨˩ . s aː ˩˩˦
จบเห่	t͡ɕ o p̚ ˨˩ . h eː ˨˩
จม	t͡ɕ o m ˧
จมปลัก	t͡ɕ o m ˧ . p l a k̚ ˨˩
จมูก	t͡ɕ a ˨˩ . m uː k̚ ˨˩
จร	t͡ɕ ɔː n ˧
จรจัด	t͡ɕ ɔː n ˧ . t͡ɕ a t̚ ˨˩
จรด	t͡ɕ a ˨˩ . r o t̚ ˨˩
จรรยา	t͡ɕ a n ˧ . j aː ˧
จรรยาบรรณ	t͡ɕ a n ˧ . j aː ˧ . b a n ˧
จรวด	t͡ɕ a ˨˩ . r ua̯ t̚ ˨˩
จระเข้	t͡ɕ ɔː ˧ . r a ˦˥ . kʰ eː ˥˩
จระเข้ฟาดหาง	t͡ɕ ɔː ˧ . r a ˦˥ . kʰ eː ˥˩ . f aː t̚ ˥˩ . h aː ŋ ˩˩˦
จรัส	t͡ɕ a ˨˩ . r a t̚ ˨˩
จราจร	t͡ɕ a ˨˩ . r aː ˧ . t͡ɕ ɔː n ˧
จริง	t͡ɕ i ŋ ˧
จริงจัง	t͡ɕ i ŋ ˧ . t͡ɕ a ŋ ˧
จริงใจ	t͡ɕ i ŋ ˧ . t͡ɕ aj ˧
จริต	t͡ɕ a ˨˩ . r i t̚ ˨˩
จริยธรรม	t͡ɕ a ˨˩ . r i ˦˥ . j a ˦˥ . tʰ a m ˧
จริยา	t͡ɕ a ˨˩ . r i ˦˥ . j aː ˧
จลาจล	t͡ɕ a ˨˩ . l aː ˧ . t͡ɕ o n ˧
จวก	t͡ɕ ua̯ k̚ ˨˩
จวน	t͡ɕ ua̯ n ˧
จวบ	t͡ɕ ua̯ p̚ ˨˩
จวัก	t͡ɕ a ˨˩ . w a k̚ ˨˩
จอ	c ɔ
จอ	t͡ɕ ɔː ˧
จอก	t͡ɕ ɔː k̚ ˨˩
จอง	t͡ɕ ɔː ŋ ˧
จองกฐิน	t͡ɕ ɔː ŋ ˧ . k a ˨˩ . tʰ i n ˩˩˦
จองศาลา	t͡ɕ ɔː ŋ ˧ . s aː ˩˩˦ . l aː ˧
จอด	t͡ɕ ɔː t̚ ˨˩
จอตา	t͡ɕ ɔː ˧ . t aː ˧
จอน	t͡ɕ ɔː n ˧
จอบ	t͡ɕ ɔː p̚ ˨˩
จอภาพ	t͡ɕ ɔː ˧ . pʰ aː p̚ ˥˩
จอม	t͡ɕ ɔː m ˧
จอมบงการ	t͡ɕ ɔː m ˧ . b o ŋ ˧ . k aː n ˧
จอมปลวก	t͡ɕ ɔː m ˧ . p l ua̯ k̚ ˨˩
จอมพล	t͡ɕ ɔː m ˧ . pʰ o n ˧
จอมเผด็จการ	t͡ɕ ɔː m ˧ . pʰ a ˨˩ . d e t̚ ˨˩ . k aː n ˧
จอร์เจีย	t͡ɕ ɔː ˧ . t͡ɕ ia̯ ˧
จอร์แดน	t͡ɕ ɔː ˧ . d ɛː n ˧
จอสัมผัส	t͡ɕ ɔː ˧ . s a m ˩˩˦ . pʰ a t̚ ˨˩
จะ	c aʔ
จะ	t͡ɕ aʔ ˨˩
จะงอย	t͡ɕ a ˨˩ . ŋ ɔːj ˧
จะตาย	t͡ɕ a ˨˩ . t aːj ˧
จะเข้	t͡ɕ a ˨˩ . kʰ eː ˥˩
จัก	c a k
จัก	t͡ɕ a k̚ ˨˩
จัก	c a k
จักจั่น	t͡ɕ a k̚ ˨˩ . k a ˨˩ . t͡ɕ a n ˨˩
จักจั่นทะเล	t͡ɕ a k̚ ˨˩ . k a ˨˩ . t͡ɕ a n ˨˩ . tʰ a ˦˥ . l eː ˧
จักจี้	t͡ɕ a k̚ ˨˩ . k a ˨˩ . t͡ɕ iː ˥˩
จักร	t͡ɕ a k̚ ˨˩
จักร	t͡ɕ a k̚ ˨˩ . k r a ˨˩ .
จักรพรรดิ	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . pʰ a t̚ ˦˥
จักรพรรดินี	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . pʰ a t̚ ˦˥ . d i ˨˩ . n iː ˧
จักรยาน	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . j aː n ˧
จักรยานยนต์	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . j aː n ˧ . j o n ˧
จักรราศี	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . r aː ˧ . s iː ˩˩˦
จักรวรรดิ	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . w a t̚ ˨˩
จักรวรรดินิยม	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . w a t̚ ˨˩ . n i ˦˥ . j o m ˧
จักรวรรดิออตโตมัน	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . w a t̚ ˨˩ . ʔ ɔː t̚ ˦˥ . t oː ˧ . m a n ˧
จักรวรรดิโรมันอันศักดิ์สิทธิ์	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . w a t̚ ˨˩ . r oː ˧ . m a n ˧ . ʔ a n ˧ . s a k̚ ˨˩ . s i t̚ ˨˩
จักรวาล	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . w aː n ˧
จักรวาฬ	t͡ɕ a k̚ ˨˩ . k r a ˨˩ . w aː n ˧
จักรี	t͡ɕ a k̚ ˨˩ . k r iː ˧
จักรเย็บ	t͡ɕ a k̚ ˨˩ . j e p̚ ˦˥
จักรเย็บผ้า	t͡ɕ a k̚ ˨˩ . j e p̚ ˦˥ . pʰ aː ˥˩
จักษุ	t͡ɕ a k̚ ˨˩ . s u ʔ ˨˩
จักษุวิทยา	t͡ɕ a k̚ ˨˩ . s u ˨˩ . w i t̚ ˦˥ . tʰ a ˦˥ . j aː ˧
จักษุแพทย์	t͡ɕ a k̚ ˨˩ . s u ˨˩ . pʰ ɛː t̚ ˥˩
จัง	t͡ɕ a ŋ ˧
จังกอบ	t͡ɕ a ŋ ˧ . k ɔː p̚ ˨˩
จังหวะ	t͡ɕ a ŋ ˧ . w aʔ ˨˩
จังหวัด	t͡ɕ a ŋ ˧ . w a t̚ ˨˩
จังหัน	t͡ɕ a ŋ ˧ . h a n ˩˩˦
จังไร	t͡ɕ a ŋ ˧ . r aj ˧
จัญไร	t͡ɕ a n ˧ . r aj ˧
จัด	t͡ɕ a t̚ ˨˩
จัดการ	t͡ɕ a t̚ ˨˩ . k aː n ˧
จัดสรร	t͡ɕ a t̚ ˨˩ . s a n ˩˩˦
จัดแจง	t͡ɕ a t̚ ˨˩ . t͡ɕ ɛː ŋ ˧
จัดแถว	t͡ɕ a t̚ ˨˩ . tʰ ɛːw ˩˩˦
จัดไป	t͡ɕ a t̚ ˨˩ . p aj ˧
จัตวาศก	t͡ɕ a t̚ ˨˩ . t a ˨˩ . w aː ˧ . s o k̚ ˨˩
จัตุรัส	t͡ɕ a t̚ ˨˩ . t u ˨˩ . r a t̚ ˨˩
จัน	t͡ɕ a n ˧
จันทน์	t͡ɕ a n ˧
จันทน์เทศ	t͡ɕ a n ˧ . tʰ eː t̚ ˥˩
จันทบุรี	t͡ɕ a n ˧ . tʰ a ˦˥ . b u ˨˩ . r iː ˧
จันทบุรี	t͡ɕ a n ˧ . b u ˨˩ . r iː ˧
จันทรคราส	t͡ɕ a n ˧ . tʰ r a ˦˥ . kʰ r aː t̚ ˥˩
จันทรพิมพ์	t͡ɕ a n ˧ . tʰ r a ˦˥ . pʰ i m ˧
จันทรุปราคา	t͡ɕ a n ˧ . tʰ r u ˦˥ . p a ˨˩ . r aː ˧ . kʰ aː ˧
จันทรุปราคา	t͡ɕ a n ˧ . tʰ a ˦˥ . r u p̚ ˦˥ . p a ˨˩ . r aː ˧ . kʰ aː ˧
จันทร์	t͡ɕ a n ˧
จันทัน	t͡ɕ a n ˧ . tʰ a n ˧
จันอับ	t͡ɕ a n ˧ . ʔ a p̚ ˨˩
จับ	t͡ɕ a p̚ ˨˩
จับ	c a p
จับกุม	t͡ɕ a p̚ ˨˩ . k u m ˧
จับจ่าย	t͡ɕ a p̚ ˨˩ . t͡ɕ aːj ˨˩
จับผิด	t͡ɕ a p̚ ˨˩ . pʰ i t̚ ˨˩
จับมือ	t͡ɕ a p̚ ˨˩ . m ɯː ˧
จับหวัด	t͡ɕ a p̚ ˨˩ . w a t̚ ˨˩
จับเวลา	t͡ɕ a p̚ ˨˩ . w eː ˧ . l aː ˧
จั่ว	t͡ɕ ua̯ ˨˩
จั๊กกะแร้	t͡ɕ a k̚ ˦˥ . k a ˨˩ . r ɛː ˦˥
จาก	t͡ɕ aː k̚ ˨˩
จากัวร์	t͡ɕ aː ˧ . k ua̯ ˧
จากัวร์	t͡ɕ aː ˧ . k ua̯ ˥˩
จาการ์ตา	t͡ɕ aː ˧ . k aː ˧ . t aː ˥˩
จาง	t͡ɕ aː ŋ ˧
จางวาง	t͡ɕ aː ŋ ˧ . w aː ŋ ˧
จางหาย	t͡ɕ aː ŋ ˧ . h aːj ˩˩˦
จาน	t͡ɕ aː n ˧
จานบิน	t͡ɕ aː n ˧ . b i n ˧
จานฝนหมึก	t͡ɕ aː n ˧ . f o n ˩˩˦ . m ɯ k̚ ˨˩
จานเสียง	t͡ɕ aː n ˧ . s ia̯ ŋ ˩˩˦
จาบ	t͡ɕ aː p̚ ˨˩
จาม	t͡ɕ aː m ˧
จามจุรี	t͡ɕ aː m ˧ . t͡ɕ u ˨˩ . r iː ˧
จามรี	t͡ɕ aː ˧ . m a ˦˥ . r iː ˧
จาร	t͡ɕ aː n ˧
จาร	t͡ɕ aː ˧ . r a ˦˥ .
จารกรรม	t͡ɕ aː ˧ . r a ˦˥ . k a m ˧
จารกรรมทางอุตสาหกรรม	t͡ɕ aː ˧ . r a ˦˥ . k a m ˧ . tʰ aː ŋ ˧ . ʔ u t̚ ˨˩ . s aː ˩˩˦ . h a ˨˩ . k a m ˧
จารชน	t͡ɕ aː ˧ . r a ˦˥ . t͡ɕʰ o n ˧
จาระบี	t͡ɕ aː ˧ . r a ˦˥ . b iː ˧
จารีต	t͡ɕ aː ˧ . r iː t̚ ˥˩
จารึก	t͡ɕ aː ˧ . rɯ k̚ ˦˥
จาวา	t͡ɕ aː ˧ . w aː ˧
จาเมกา	t͡ɕ aː ˧ . m eː ˧ . k aː ˥˩
จำ	t͡ɕ a m ˧
จำกัด	t͡ɕ a m ˧ . k a t̚ ˨˩
จำคุก	t͡ɕ a m ˧ . kʰ u k̚ ˦˥
จำนง	t͡ɕ a m ˧ . n o ŋ ˧
จำนวน	t͡ɕ a m ˧ . n ua̯ n ˧
จำนวนจริง	t͡ɕ a m ˧ . n ua̯ n ˧ . t͡ɕ i ŋ ˧
จำนวนจินตภาพ	t͡ɕ a m ˧ . n ua̯ n ˧ . t͡ɕ i n ˧ . t a ˨˩ . pʰ aː p̚ ˥˩
จำนวนตรรกยะ	t͡ɕ a m ˧ . n ua̯ n ˧ . t a k̚ ˨˩ . k a ˨˩ . j aʔ ˦˥
จำนวนธรรมชาติ	t͡ɕ a m ˧ . n ua̯ n ˧ . tʰ a m ˧ . m a ˦˥ . t͡ɕʰ aː t̚ ˥˩
จำนวนอดิศัย	t͡ɕ a m ˧ . n ua̯ n ˧ . ʔ a ˨˩ . d i ˨˩ . s aj ˩˩˦
จำนวนอตรรกยะ	t͡ɕ a m ˧ . n ua̯ n ˧ . ʔ a ˨˩ . t a k̚ ˨˩ . k a ˨˩ . j aʔ ˦˥
จำนวนเฉพาะ	t͡ɕ a m ˧ . n ua̯ n ˧ . t͡ɕʰ a ˨˩ . pʰ ɔʔ ˦˥
จำนวนเชิงซ้อน	t͡ɕ a m ˧ . n ua̯ n ˧ . t͡ɕʰ ɤː ŋ ˧ . s ɔː n ˦˥
จำนวนเชิงพีชคณิต	t͡ɕ a m ˧ . n ua̯ n ˧ . t͡ɕʰ ɤː ŋ ˧ . pʰ iː ˧ . t͡ɕʰ a ˦˥ . kʰ a ˦˥ . n i t̚ ˦˥
จำนวนเต็ม	t͡ɕ a m ˧ . n ua̯ n ˧ . t e m ˧
จำนอง	t͡ɕ a m ˧ . n ɔː ŋ ˧
จำนำ	t͡ɕ a m ˧ . n a m ˧
จำบัง	t͡ɕ a m ˧ . b a ŋ ˧
จำปาดะ	t͡ɕ a m ˧ . p aː ˧ . d aʔ ˨˩
จำลอง	t͡ɕ a m ˧ . l ɔː ŋ ˧
จำวัด	t͡ɕ a m ˧ . w a t̚ ˦˥
จำศีล	t͡ɕ a m ˧ . s iː n ˩˩˦
จำหน่าย	t͡ɕ a m ˧ . n aːj ˨˩
จำเป็น	t͡ɕ a m ˧ . p e n ˧
จำเพาะ	t͡ɕ a m ˧ . pʰ ɔʔ ˦˥
จำเริญ	t͡ɕ a m ˧ . r ɤː n ˧
จำเลย	t͡ɕ a m ˧ . l ɤːj ˧
จิก	t͡ɕ i k̚ ˨˩
จิงโจ้	t͡ɕ i ŋ ˧ . t͡ɕ oː ˥˩
จิงโจ้ต้นไม้	t͡ɕ i ŋ ˧ . t͡ɕ oː ˥˩ . t o n ˥˩ . m aːj ˦˥
จิงโจ้น้ำ	t͡ɕ i ŋ ˧ . t͡ɕ oː ˥˩ . n aː m ˦˥
จิต	t͡ɕ i t̚ ˨˩
จิต	t͡ɕ i t̚ ˨˩ . t a ˨˩ .
จิตกาธาน	t͡ɕ i t̚ ˨˩ . t a ˨˩ . k aː ˧ . tʰ aː n ˧
จิตขุนทด	t͡ɕ i t̚ ˨˩ . kʰ u n ˩˩˦ . tʰ o t̚ ˦˥
จิตบำบัด	t͡ɕ i t̚ ˨˩ . t a ˨˩ . b a m ˧ . b a t̚ ˨˩
จิตบำบัด	t͡ɕ i t̚ ˨˩ . b a m ˧ . b a t̚ ˨˩
จิตรจุล	t͡ɕ i t̚ ˨˩ . t r a ˨˩ . t͡ɕ u n ˧
จิตระ	t͡ɕ i t̚ ˨˩ . t r aʔ ˨˩
จิตวิทยา	t͡ɕ i t̚ ˨˩ . t a ˨˩ . w i t̚ ˦˥ . tʰ a ˦˥ . j aː ˧
จิตเวชศาสตร์	t͡ɕ i t̚ ˨˩ . t a ˨˩ . w eː t̚ ˥˩ . t͡ɕʰ a ˦˥ . s aː t̚ ˨˩
จิตแพทย์	t͡ɕ i t̚ ˨˩ . t a ˨˩ . pʰ ɛː t̚ ˥˩
จิตใจ	t͡ɕ i t̚ ˨˩ . t͡ɕ aj ˧
จินดา	t͡ɕ i n ˧ . d aː ˧
จินตนา	t͡ɕ i n ˧ . t a ˨˩ . n aː ˧
จินตนาการ	t͡ɕ i n ˧ . t a ˨˩ . n aː ˧ . k aː n ˧
จินตภาพ	t͡ɕ i n ˧ . t a ˨˩ . pʰ aː p̚ ˥˩
จิบ	t͡ɕ i p̚ ˨˩
จิบูตี	t͡ɕ i ˨˩ . b uː ˧ . t iː ˧
จิปาถะ	t͡ɕ i ˨˩ . p aː ˧ . tʰ aʔ ˨˩
จิมิ	t͡ɕ i ˨˩ . m i ʔ ˦˥
จิระ	t͡ɕ i ˨˩ . r a ˦˥ .
จิรายุ	t͡ɕ i ˨˩ . r aː ˧ . j u ʔ ˦˥
จิ้งจก	t͡ɕ i ŋ ˥˩ . t͡ɕ o k̚ ˨˩
จิ้งจอก	t͡ɕ i ŋ ˥˩ . t͡ɕ ɔː k̚ ˨˩
จิ้งหรีด	t͡ɕ i ŋ ˥˩ . r iː t̚ ˨˩
จิ้งเหลน	t͡ɕ i ŋ ˥˩ . l eː n ˩˩˦
จิ้น	t͡ɕ i n ˥˩
จิ้ม	t͡ɕ i m ˥˩
จิ๊ก	t͡ɕ i k̚ ˦˥
จิ๊กซอว์	t͡ɕ i k̚ ˦˥ . s ɔː ˧
จิ๊กโก๋	t͡ɕ i k̚ ˦˥ . k oː ˩˩˦
จิ๊กโฉ่ว	t͡ɕ i k̚ ˦˥ . t͡ɕʰ oː w ˨˩
จิ๊บจ๊อย	t͡ɕ i p̚ ˦˥ . t͡ɕ ɔːj ˦˥
จิ๊มิ	t͡ɕ i ˦˥ . m i ʔ ˦˥
จิ๋ม	t͡ɕ i m ˩˩˦
จิ๋ว	t͡ɕ iw ˩˩˦
จี	t͡ɕ iː ˧
จีน	t͡ɕ iː n ˧
จีนกลาง	t͡ɕ iː n ˧ . k l aː ŋ ˧
จีนแส	t͡ɕ iː n ˧ . s ɛː ˩˩˦
จีบ	t͡ɕ iː p̚ ˨˩
จีรัง	t͡ɕ iː ˧ . r a ŋ ˧
จีฮัด	t͡ɕ iː ˧ . h a t̚ ˦˥
จี้	t͡ɕ iː ˥˩
จี๊ด	t͡ɕ iː t̚ ˦˥
จึง	c ɨ ŋ
จึง	t͡ɕ ɯ ŋ ˧
จืด	t͡ɕ ɯː t̚ ˨˩
จุ	t͡ɕ u ʔ ˨˩
จุก	t͡ɕ u k̚ ˨˩
จุกนม	t͡ɕ u k̚ ˨˩ . n o m ˧
จุงเบย	t͡ɕ u ŋ ˧ . b ɤːj ˧
จุด	t͡ɕ u t̚ ˨˩
จุดประสงค์	t͡ɕ u t̚ ˨˩ . p r a ˨˩ . s o ŋ ˩˩˦
จุดประสานประสาท	t͡ɕ u t̚ ˨˩ . p r a ˨˩ . s aː n ˩˩˦ . p r a ˨˩ . s aː t̚ ˨˩
จุดยืน	t͡ɕ u t̚ ˨˩ . j ɯː n ˧
จุดลูกน้ำ	t͡ɕ u t̚ ˨˩ . l uː k̚ ˥˩ . n aː m ˦˥
จุดสุดยอด	t͡ɕ u t̚ ˨˩ . s u t̚ ˨˩ . j ɔː t̚ ˥˩
จุดสุดยอดทางเพศ	t͡ɕ u t̚ ˨˩ . s u t̚ ˨˩ . j ɔː t̚ ˥˩ . tʰ aː ŋ ˧ . pʰ eː t̚ ˥˩
จุดหมาย	t͡ɕ u t̚ ˨˩ . m aːj ˩˩˦
จุดหมายปลายทาง	t͡ɕ u t̚ ˨˩ . m aːj ˩˩˦ . p l aːj ˧ . tʰ aː ŋ ˧
จุดเดือด	t͡ɕ u t̚ ˨˩ . d ɯa̯ t̚ ˨˩
จุดเยือกแข็ง	t͡ɕ u t̚ ˨˩ . j ɯa̯ k̚ ˥˩ . kʰ ɛ ŋ ˩˩˦
จุดไข่ปลา	t͡ɕ u t̚ ˨˩ . kʰ aj ˨˩ . p l aː ˧
จุน	t͡ɕ u n ˧
จุมพฏ	t͡ɕ u m ˧ . pʰ o t̚ ˦˥
จุมพต	t͡ɕ u m ˧ . pʰ o t̚ ˦˥
จุมพิต	t͡ɕ u m ˧ . pʰ i t̚ ˦˥
จุล	t͡ɕ u n ˧
จุล	t͡ɕ u n ˧ . l a ˦˥ .
จุลชีพ	t͡ɕ u n ˧ . l a ˦˥ . t͡ɕʰ iː p̚ ˥˩
จุลชีววิทยา	t͡ɕ u n ˧ . l a ˦˥ . t͡ɕʰ iː ˧ . w a ˦˥ . w i t̚ ˦˥ . tʰ a ˦˥ . j aː ˧
จุลภาค	t͡ɕ u n ˧ . l a ˦˥ . pʰ aː k̚ ˥˩
จุลมงกุฎ	t͡ɕ u n ˧ . l a ˦˥ . m o ŋ ˧ . k u t̚ ˨˩
จุลรัฐ	t͡ɕ u n ˧ . l a ˦˥ . r a t̚ ˦˥
จุลศักราช	t͡ɕ u n ˧ . l a ˦˥ . s a k̚ ˨˩ . k a ˨˩ . r aː t̚ ˨˩
จุลินทรีย์	t͡ɕ u ˨˩ . l i n ˧ . s iː ˧
จุหรุด	t͡ɕ u ˨˩ . r u t̚ ˨˩
จุฬา	t͡ɕ u ˨˩ . l aː ˧
จุ่ม	t͡ɕ u m ˨˩
จุ้ม	t͡ɕ u m ˥˩
จุ๊บ	t͡ɕ u p̚ ˦˥
จูง	t͡ɕ uː ŋ ˧
จูงจมูก	t͡ɕ uː ŋ ˧ . t͡ɕ a ˨˩ . m uː k̚ ˨˩
จูงใจ	t͡ɕ uː ŋ ˧ . t͡ɕ aj ˧
จูบ	t͡ɕ uː p̚ ˨˩
จูบา	t͡ɕ uː ˧ . b aː ˧
จู่โจม	t͡ɕ uː ˨˩ . t͡ɕ oː m ˧
จเร	t͡ɕ a ˨˩ . r eː ˧
จ่อ	t͡ɕ ɔː ˨˩
จ่า	t͡ɕ aː ˨˩
จ่าฝูง	t͡ɕ aː ˨˩ . f uː ŋ ˩˩˦
จ่าย	t͡ɕ aːj ˨˩
จ่าหน้า	t͡ɕ aː ˨˩ . n aː ˥˩
จ้วง	t͡ɕ ua̯ ŋ ˥˩
จ้อง	t͡ɕ ɔ ŋ ˥˩
จ้ะ	t͡ɕ aʔ ˥˩
จ้า	t͡ɕ aː ˥˩
จ้าง	t͡ɕ aː ŋ ˥˩
จ้างแรงงาน	t͡ɕ aː ŋ ˥˩ . r ɛː ŋ ˧ . ŋ aː n ˧
จ้าว	t͡ɕ aːw ˥˩
จ้ำจี้	t͡ɕ a m ˥˩ . t͡ɕ iː ˥˩
จ๊ะเอ๋	t͡ɕ a ˦˥ . ʔ eː ˩˩˦
จ๊าก	t͡ɕ aː k̚ ˦˥
จ๊าด	t͡ɕ aː t̚ ˦˥
จ๋อย	t͡ɕ ɔj ˩˩˦
ฉ	t͡ɕʰ ɔː ˩˩˦
ฉ	t͡ɕʰ ɔː ˥˩
ฉ	t͡ɕʰ aʔ ˨˩
ฉ	t͡ɕʰ ɔː ˩˩˦
ฉก	t͡ɕʰ o k̚ ˨˩
ฉกรรจ์	t͡ɕʰ a ˨˩ . k a n ˧
ฉทวาร	t͡ɕʰ a ˨˩ . tʰ a ˦˥ . w aː n ˧
ฉนวน	t͡ɕʰ a ˨˩ . n ua̯ n ˩˩˦
ฉนาก	t͡ɕʰ a ˨˩ . n aː k̚ ˨˩
ฉนำ	t͡ɕʰ a ˨˩ . n a m ˩˩˦
ฉบับ	t͡ɕʰ a ˨˩ . b a p̚ ˨˩
ฉมบ	t͡ɕʰ a ˨˩ . m o p̚ ˦˥
ฉมวก	t͡ɕʰ a ˨˩ . m ua̯ k̚ ˨˩
ฉลอง	t͡ɕʰ a ˨˩ . l ɔː ŋ ˩˩˦
ฉลองพระเนตร	t͡ɕʰ a ˨˩ . l ɔː ŋ ˩˩˦ . pʰ r a ˦˥ . n eː t̚ ˥˩
ฉลาก	t͡ɕʰ a ˨˩ . l aː k̚ ˨˩
ฉลาด	t͡ɕʰ a ˨˩ . l aː t̚ ˨˩
ฉลาม	t͡ɕʰ a ˨˩ . l aː m ˩˩˦
ฉลามวาฬ	t͡ɕʰ a ˨˩ . l aː m ˩˩˦ . w aː n ˧
ฉลู	t͡ɕʰ a ˨˩ . l uː ˩˩˦
ฉลูศก	t͡ɕʰ a ˨˩ . l uː ˩˩˦ . s o k̚ ˨˩
ฉวย	t͡ɕʰ ua̯j ˩˩˦
ฉวัดเฉวียน	t͡ɕʰ a ˨˩ . w a t̚ ˨˩ . t͡ɕʰ a ˨˩ . w ia̯ n ˩˩˦
ฉศก	t͡ɕʰ ɔː ˩˩˦ . s o k̚ ˨˩
ฉะนั้น	t͡ɕʰ a ˨˩ . n a n ˦˥
ฉะเชิงเทรา	t͡ɕʰ a ˨˩ . t͡ɕʰ ɤː ŋ ˧ . s aw ˧
ฉัตร	t͡ɕʰ a t̚ ˨˩
ฉัตร	t͡ɕʰ a t̚ ˨˩ .
ฉัตร	t͡ɕʰ a t̚ ˨˩ . t r a ˨˩ .
ฉัน	t͡ɕʰ a n ˩˩˦
ฉัน	t͡ɕʰ a n ˦˥
ฉัน	t͡ɕʰ a n ˩˩˦
ฉัน	t͡ɕʰ a n ˩˩˦
ฉัน	t͡ɕʰ a n ˩˩˦
ฉันทลักษณ์	t͡ɕʰ a n ˩˩˦ . tʰ a ˦˥ . l a k̚ ˦˥
ฉันนั้น	t͡ɕʰ a n ˩˩˦ . n a n ˦˥
ฉันรักคุณ	t͡ɕʰ a n ˩˩˦ . r a k̚ ˦˥ . kʰ u n ˧
ฉันใด	t͡ɕʰ a n ˩˩˦ . d aj ˧
ฉับพลัน	t͡ɕʰ a p̚ ˨˩ . pʰ l a n ˧
ฉาก	t͡ɕʰ aː k̚ ˨˩
ฉาง	t͡ɕʰ aː ŋ ˩˩˦
ฉาน	t͡ɕʰ aː n ˩˩˦
ฉาบ	t͡ɕʰ aː p̚ ˨˩
ฉาย	t͡ɕʰ aːj ˩˩˦
ฉายา	t͡ɕʰ aː ˩˩˦ . j aː ˧
ฉายาลักษณ์	t͡ɕʰ aː ˩˩˦ . j aː ˧ . l a k̚ ˦˥
ฉิง	t͡ɕʰ i ŋ ˩˩˦
